Project,Train Version,Test Version,ML Algorithm,Sampling Method,Defect Ratio,Parameters,Accuracy,F1,AUC,MCC,Precision,Recall(pd),TNR-Specificity,pf,bal,g-mean,gmeasure
jEdit,4.2,4.3,svm,smote,0.5,{'classification__coef0': 0; 'classification__degree': 1; 'classification__gamma': 'scale'; 'classification__kernel': 'poly'},0.7235772357723578,0.0810810810810811,0.6365526365526365,0.0900791970334722,0.0437956204379562,0.5454545454545454,0.7276507276507277,0.2723492723492723,0.6253096635906445,0.6300003150002362,0.7626057201775319
jEdit,4.2,4.3,knn,random_over_sampler,0.5,{'classification__n_neighbors': 15},0.6585365853658537,0.0769230769230769,0.6477036477036476,0.0917148216483317,0.0409356725146198,0.6363636363636364,0.659043659043659,0.340956340956341,0.647521184042917,0.6476043694968552,0.7276495311208111
jEdit,4.2,4.3,naive_bayes,random_over_sampler,0.5,{},0.8373983739837398,0.1111111111111111,0.6503496503496504,0.1210912402570607,0.0632911392405063,0.4545454545454545,0.8461538461538461,0.1538461538461538,0.5992573767302265,0.6201736729460423,0.8458110229831787
jEdit,4.2,4.3,decision_tree,random_over_sampler,0.5,{'classification__criterion': 'log_loss'; 'classification__max_depth': 5; 'classification__max_features': 'auto'},0.7804878048780488,0.1147540983606557,0.71007371007371,0.1486095108516249,0.063063063063063,0.6363636363636364,0.7837837837837838,0.2162162162162162,0.7008504912978,0.706237565392481,0.8009188543887782
jEdit,4.2,4.3,random_forest,random_over_sampler,0.5,{'classification__criterion': 'gini'; 'classification__max_features': None; 'classification__n_estimators': 30},0.8821138211382114,0.1714285714285714,0.7176337176337176,0.1980866024928714,0.1016949152542373,0.5454545454545454,0.8898128898128899,0.1101871101871102,0.6692789925788504,0.6966724376293965,0.8846470713675426
jEdit,4.2,4.3,svm,random_over_sampler,0.5,{'classification__coef0': 2; 'classification__degree': 2; 'classification__gamma': 'scale'; 'classification__kernel': 'poly'},0.7296747967479674,0.0827586206896551,0.6396711396711396,0.0927708724314795,0.044776119402985,0.5454545454545454,0.7338877338877339,0.2661122661122661,0.627557179943458,0.632694555296946,0.7663883528382278
jEdit,4.2,4.3,knn,smote_n,0.5,{'classification__n_neighbors': 11},0.8414634146341463,0.0714285714285714,0.5635985635985636,0.0529026883286192,0.0410958904109589,0.2727272727272727,0.8544698544698545,0.1455301455301455,0.4755456916504851,0.4827393013182509,0.8494574970600491
jEdit,4.2,4.3,naive_bayes,smote_n,0.5,{},0.8150406504065041,0.099009900990099,0.638915138915139,0.1062463875639281,0.0555555555555555,0.4545454545454545,0.8232848232848233,0.1767151767151767,0.5945688006341268,0.6117355427146393,0.8275565413934172
jEdit,4.2,4.3,decision_tree,smote_n,0.5,{'classification__criterion': 'gini'; 'classification__max_depth': 7; 'classification__max_features': 'sqrt'},0.7947154471544715,0.0900900900900901,0.6285201285201285,0.0944336973936607,0.05,0.4545454545454545,0.8024948024948025,0.1975051975051975,0.5897994611177408,0.6039622213105426,0.8117256091223848
jEdit,4.2,4.3,random_forest,smote_n,0.5,{'classification__criterion': 'gini'; 'classification__max_features': 'log2'; 'classification__n_estimators': 10},0.9126016260162602,0.1568627450980392,0.6443961443961445,0.1562267004353155,0.1,0.3636363636363636,0.9251559251559252,0.0748440748440748,0.5469214674997194,0.580017531131893,0.913087057714185
